时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-06 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 10:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 12:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 12:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 12:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 13:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 13:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 15:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 15:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 15:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 15:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 16:00:00,1,预警,烟气中二氧化硫（SO₂）浓度较高,预警
2024-12-06 16:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 17:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 17:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 18:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 18:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 19:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 20:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 20:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 20:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 20:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 21:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-06 22:36:00,1,预警,焚烧炉出口氧含量偏高,预警
