时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-07-06 00:00:00,1,预警,瞬时低炉温焚烧,预警
2024-07-06 00:00:00,1,预警,布袋除尘器压力损失偏低,预警
2024-07-06 00:00:00,1,报警,低炉温焚烧,报警
2024-07-06 00:00:00,1,预警,烟气中颗粒物（PM）浓度较高,预警
2024-07-06 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 00:15:00,1,预警,瞬时低炉温焚烧,预警
2024-07-06 00:15:00,1,报警,低炉温焚烧,报警
2024-07-06 00:20:00,1,预警,瞬时低炉温焚烧,预警
2024-07-06 00:20:00,1,报警,低炉温焚烧,报警
2024-07-06 00:25:00,1,报警,低炉温焚烧,报警
2024-07-06 00:25:00,1,预警,瞬时低炉温焚烧,预警
2024-07-06 01:47:00,1,预警,布袋除尘器压力损失偏低,预警
2024-07-06 02:35:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 02:44:00,1,预警,布袋除尘器压力损失偏低,预警
2024-07-06 02:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 03:00:00,1,预警,烟气中一氧化碳（CO）浓度较高,预警
2024-07-06 03:05:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 03:11:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 05:47:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 09:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 09:45:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 10:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 10:35:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 10:45:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 10:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 12:53:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 14:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 16:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 17:11:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 17:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 17:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 18:13:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 18:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 18:39:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 20:31:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 21:01:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 21:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-06 22:55:00,1,预警,焚烧炉出口氧含量偏高,预警
