时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-18 00:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 02:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 03:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 03:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 03:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 04:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 04:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 05:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 05:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 08:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 09:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 09:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 09:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 10:08:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-18 10:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 10:40:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-18 10:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 11:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 12:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 13:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 14:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 14:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 14:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 14:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 15:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 15:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 16:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 17:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 18:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 19:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 19:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 20:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 21:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 21:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 23:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-18 23:24:00,1,预警,焚烧炉出口氧含量偏高,预警
