时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-02-12 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 00:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 00:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 01:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 06:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 08:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 08:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 09:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 09:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 09:54:00,1,预警,焚烧炉出口氧含量偏低,预警
2025-02-12 10:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 10:08:00,1,预警,焚烧炉出口氧含量偏低,预警
2025-02-12 10:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 10:26:00,1,预警,焚烧炉出口氧含量偏低,预警
2025-02-12 10:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 11:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 11:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 11:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 11:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 12:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 12:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 13:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 14:26:00,1,预警,布袋除尘器压力损失偏高,预警
2025-02-12 15:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 15:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 16:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 16:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 17:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 17:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 17:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 18:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 19:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 20:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 21:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 22:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-12 23:08:00,1,预警,焚烧炉出口氧含量偏高,预警
