时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-02-16 03:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-16 05:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-16 07:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-16 08:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-16 09:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-16 09:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-16 10:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-16 11:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-16 13:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-16 13:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-16 15:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-16 15:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-16 15:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-16 16:50:00,1,预警,焚烧炉出口氧含量偏高,预警
