时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-16 00:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 01:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 01:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 03:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 03:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 04:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 05:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 05:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 06:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 07:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 07:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 08:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 08:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 09:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 09:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 10:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 10:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 10:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 10:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 12:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 12:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 12:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 13:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 14:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 14:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 15:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 15:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 16:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 16:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 16:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 16:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 17:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 17:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 17:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 18:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 18:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 18:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 19:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 19:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 19:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 20:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 21:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 23:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-16 23:48:00,1,预警,焚烧炉出口氧含量偏高,预警
