时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-04-05 00:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 04:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 06:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 08:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 09:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 10:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 11:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 12:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 15:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 17:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 19:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 20:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 20:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 20:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 20:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-05 23:32:00,1,预警,焚烧炉出口氧含量偏高,预警
