时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-19 00:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 01:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 02:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 02:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 03:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 03:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 04:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 05:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 06:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 07:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 07:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 07:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 09:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 09:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 09:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 10:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 10:20:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-19 10:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 10:30:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-19 10:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 10:46:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-19 11:00:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-19 11:10:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-19 11:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 11:28:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-19 11:34:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-19 11:44:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-19 11:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 12:00:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-19 12:06:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-19 12:20:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-19 13:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 14:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 15:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 16:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 17:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 18:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 19:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 20:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 20:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 22:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 23:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-19 23:18:00,1,预警,焚烧炉出口氧含量偏高,预警
