时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-10-17 00:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 00:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 01:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 01:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 02:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 02:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 03:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 03:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 04:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 04:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 06:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 06:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 06:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 06:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 07:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 08:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 08:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 08:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 09:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 09:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 09:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 09:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 09:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 10:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 10:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 11:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 11:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 11:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 13:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 13:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 14:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 15:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 15:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 15:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 16:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 18:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 18:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 19:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 20:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-17 23:22:00,1,预警,焚烧炉出口氧含量偏高,预警
