时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-06-09 04:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-06-09 07:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-06-09 09:15:00,1,报警,低炉温焚烧,报警
2025-06-09 09:15:00,1,预警,瞬时低炉温焚烧,预警
2025-06-09 09:16:00,1,预警,布袋除尘器压力损失偏低,预警
2025-06-09 13:25:00,1,报警,低炉温焚烧,报警
2025-06-09 13:25:00,1,预警,瞬时低炉温焚烧,预警
2025-06-09 13:28:00,1,预警,布袋除尘器压力损失偏低,预警
2025-06-09 14:15:00,1,报警,低炉温焚烧,报警
2025-06-09 14:15:00,1,预警,瞬时低炉温焚烧,预警
2025-06-09 14:18:00,1,预警,布袋除尘器压力损失偏低,预警
2025-06-09 16:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-06-09 17:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-06-09 18:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-06-09 19:00:00,1,报警,低炉温焚烧,报警
2025-06-09 19:00:00,1,预警,布袋除尘器压力损失偏低,预警
2025-06-09 19:00:00,1,预警,瞬时低炉温焚烧,预警
2025-06-09 20:20:00,1,报警,低炉温焚烧,报警
2025-06-09 20:20:00,1,预警,瞬时低炉温焚烧,预警
2025-06-09 20:22:00,1,预警,布袋除尘器压力损失偏低,预警
2025-06-09 20:25:00,1,报警,低炉温焚烧,报警
2025-06-09 20:25:00,1,预警,瞬时低炉温焚烧,预警
2025-06-09 21:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-06-09 21:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-06-09 21:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-06-09 22:20:00,1,预警,瞬时低炉温焚烧,预警
2025-06-09 22:20:00,1,报警,低炉温焚烧,报警
2025-06-09 22:22:00,1,预警,布袋除尘器压力损失偏低,预警
2025-06-09 22:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-06-09 23:42:00,1,预警,焚烧炉出口氧含量偏高,预警
