时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-25 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 00:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 01:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 01:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 01:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 01:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 02:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 04:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 04:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 05:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 08:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 08:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 10:02:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-25 10:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 10:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 10:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 11:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 11:50:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-25 12:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 12:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 12:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 13:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 13:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 13:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 15:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 16:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 17:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 18:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 18:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 20:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 20:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 20:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 20:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 21:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 21:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 21:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 22:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 22:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 22:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-25 23:38:00,1,预警,焚烧炉出口氧含量偏高,预警
