时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-21 01:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 01:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 01:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 02:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 03:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 03:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 04:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 05:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 05:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 06:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 07:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 07:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 07:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 08:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 08:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 09:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 09:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 10:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 10:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 11:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 11:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 11:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 12:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 13:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 13:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 14:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 16:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 16:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 16:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 17:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 17:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 18:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 19:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 19:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 20:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 21:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 21:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 21:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 23:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 23:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-21 23:58:00,1,预警,焚烧炉出口氧含量偏高,预警
