时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-03-26 01:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 02:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 03:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 05:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 06:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 06:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 06:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 07:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 09:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 09:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 11:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 14:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 14:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 15:22:00,1,预警,焚烧炉出口氧含量偏低,预警
2025-03-26 15:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 15:38:00,1,预警,焚烧炉出口氧含量偏低,预警
2025-03-26 15:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 16:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 17:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 17:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 18:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 19:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 21:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 22:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 22:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-26 23:52:00,1,预警,焚烧炉出口氧含量偏高,预警
