时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-07-11 03:27:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 03:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 05:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 08:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 09:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 09:59:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 11:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 12:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 14:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 15:53:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 16:15:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 18:23:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 19:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 20:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 21:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 22:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 22:33:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-11 23:04:00,1,预警,焚烧炉出口氧含量偏高,预警
