时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-26 00:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 00:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 01:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 02:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 02:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 02:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 03:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 03:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 06:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 06:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 07:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 08:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 09:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 09:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 10:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 10:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 12:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 13:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 13:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 14:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 15:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 15:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 16:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 17:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 17:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 17:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 18:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 18:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 19:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 19:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 20:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 20:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 21:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 21:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 22:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-26 22:22:00,1,预警,焚烧炉出口氧含量偏高,预警
