时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-14 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 00:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 00:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 00:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 02:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 02:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 03:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 03:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 03:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 04:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 04:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 05:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 05:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 06:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 08:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 08:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 09:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 10:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 11:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 11:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 11:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 11:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 13:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 13:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 14:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 14:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 15:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 15:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 15:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 18:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 19:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 20:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 20:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 21:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 22:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 23:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-14 23:50:00,1,预警,焚烧炉出口氧含量偏高,预警
