时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-02-01 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 00:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 00:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 00:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 01:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 02:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 02:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 03:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 03:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 03:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 03:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 04:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 04:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 05:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 05:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 05:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 06:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 06:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 06:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 07:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 07:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 10:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 10:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 11:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 12:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 13:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 13:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 13:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 13:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 13:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 13:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 13:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 14:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 15:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 15:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 17:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 19:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 19:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 19:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 20:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 20:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 20:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 20:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 21:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 21:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 22:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 23:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 23:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-01 23:44:00,1,预警,焚烧炉出口氧含量偏高,预警
