时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-01-31 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 00:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 00:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 02:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 02:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 02:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 03:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 03:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 04:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 04:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 05:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 05:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 06:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 06:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 06:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 07:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 08:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 09:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 09:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 09:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 10:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 11:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 12:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 12:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 12:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 13:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 13:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 13:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 14:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 14:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 15:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 15:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 16:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 17:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 17:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 17:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 18:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 19:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 19:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 19:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 20:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 20:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 21:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 22:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 22:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 23:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 23:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 23:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-31 23:56:00,1,预警,焚烧炉出口氧含量偏高,预警
