时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-03 00:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 00:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 01:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 02:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 02:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 03:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 03:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 03:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 03:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 04:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 04:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 04:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 08:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 09:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 09:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 11:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 11:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 11:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 12:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 12:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 14:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 14:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 15:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 15:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 16:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 16:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 16:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 17:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 17:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 18:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 18:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 19:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 20:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 20:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-03 22:44:00,1,预警,焚烧炉出口氧含量偏高,预警
