时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-29 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 00:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 00:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 01:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 01:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 02:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 02:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 02:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 03:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 03:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 03:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 04:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 05:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 05:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 06:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 06:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 07:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 07:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 07:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 07:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 08:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 08:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 08:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 09:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 09:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 10:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 10:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 10:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 10:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 11:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 12:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 12:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 13:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 13:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 13:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 14:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 14:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 14:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 15:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 16:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 16:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 17:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 18:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 18:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 19:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 19:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 20:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 21:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 21:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 22:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 23:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 23:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 23:42:00,1,预警,焚烧炉出口氧含量偏高,预警
