时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-24 00:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 00:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 01:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 01:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 03:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 03:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 04:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 17:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 18:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 18:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 19:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 19:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 20:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 20:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 20:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 21:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 21:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 21:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-24 22:32:00,1,预警,焚烧炉出口氧含量偏高,预警
