时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-02-06 00:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 01:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 01:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 01:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 03:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 03:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 03:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 04:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 04:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 06:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 06:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 07:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 07:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 08:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 09:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 09:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 09:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 10:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 11:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 12:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 14:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 14:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 15:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 16:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 17:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 18:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 18:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 19:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 19:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 20:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 21:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 22:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 22:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 23:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-06 23:16:00,1,预警,焚烧炉出口氧含量偏高,预警
