时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-27 00:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 00:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 01:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 01:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 02:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 02:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 03:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 03:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 04:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 05:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 05:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 06:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 06:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 07:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 07:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 08:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 08:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 09:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 09:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 09:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 10:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 10:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 12:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 12:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 13:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 14:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 15:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 16:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 16:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 16:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 16:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 16:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 19:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 19:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 19:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 20:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 21:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 21:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-27 23:26:00,1,预警,焚烧炉出口氧含量偏高,预警
