时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-07 00:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 00:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 01:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 01:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 02:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 03:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 03:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 04:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 04:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 05:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 06:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 07:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 08:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 09:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 09:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 09:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 11:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 11:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 12:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 12:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 12:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 14:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 14:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 15:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 16:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 16:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 16:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 17:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 19:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 19:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 20:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 20:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 20:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 20:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 22:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 23:02:00,1,预警,焚烧炉出口氧含量偏高,预警
