时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-15 00:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 00:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 00:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 00:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 01:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 01:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 01:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 02:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 02:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 03:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 03:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 03:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 04:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 05:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 05:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 05:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 06:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 06:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 06:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 08:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 08:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 09:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 10:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 10:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 10:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 11:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 12:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 12:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 14:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 15:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 15:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 16:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 16:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 16:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 16:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 17:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 17:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 17:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 17:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 18:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 19:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 19:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 19:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 20:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 20:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 21:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 22:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 22:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-15 22:44:00,1,预警,焚烧炉出口氧含量偏高,预警
