时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-04-10 00:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 01:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 03:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 03:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 03:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 05:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 06:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 07:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 07:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 09:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 09:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 10:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 11:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 12:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 12:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 14:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 14:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 15:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 15:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 16:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 16:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 17:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 17:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 18:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 18:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 18:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 19:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 19:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 20:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 20:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 21:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 21:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 21:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 22:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 23:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-10 23:10:00,1,预警,焚烧炉出口氧含量偏高,预警
