时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-28 00:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 00:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 01:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 01:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 02:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 02:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 03:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 03:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 04:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 04:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 05:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 05:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 05:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 06:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 07:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 07:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 08:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 08:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 10:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 10:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 11:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 11:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 11:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 12:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 12:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 13:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 14:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 14:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 14:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 15:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 15:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 16:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 16:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 16:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 18:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 19:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 19:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 21:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 21:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 21:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 22:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 23:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 23:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 23:32:00,1,预警,焚烧炉出口氧含量偏高,预警
