时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-23 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 00:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 01:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 01:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 01:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 03:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 04:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 04:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 06:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 06:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 07:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 07:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 09:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 10:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 10:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 10:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 11:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 15:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 16:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 17:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 17:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 18:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 18:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 20:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 21:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-23 23:16:00,1,预警,焚烧炉出口氧含量偏高,预警
