时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-07-28 02:57:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-28 06:29:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-28 08:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-28 09:11:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-28 09:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-28 13:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-28 14:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-28 14:09:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-28 15:05:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-28 15:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-28 17:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-28 18:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-28 18:13:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-28 20:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-28 23:08:00,1,预警,焚烧炉出口氧含量偏高,预警
