时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-06-23 00:00:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 00:00:00,1,报警,低炉温焚烧,报警
2025-06-23 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-06-23 00:00:00,1,预警,布袋除尘器压力损失偏低,预警
2025-06-23 00:05:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 00:05:00,1,报警,低炉温焚烧,报警
2025-06-23 00:10:00,1,报警,低炉温焚烧,报警
2025-06-23 00:10:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 00:15:00,1,报警,低炉温焚烧,报警
2025-06-23 00:15:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 00:20:00,1,报警,低炉温焚烧,报警
2025-06-23 00:20:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 00:25:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 00:25:00,1,报警,低炉温焚烧,报警
2025-06-23 00:30:00,1,报警,低炉温焚烧,报警
2025-06-23 00:30:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 00:35:00,1,报警,低炉温焚烧,报警
2025-06-23 00:35:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 00:40:00,1,报警,低炉温焚烧,报警
2025-06-23 00:40:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 00:45:00,1,报警,低炉温焚烧,报警
2025-06-23 00:45:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 00:50:00,1,报警,低炉温焚烧,报警
2025-06-23 00:50:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 00:55:00,1,报警,低炉温焚烧,报警
2025-06-23 00:55:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 01:00:00,1,报警,低炉温焚烧,报警
2025-06-23 01:00:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 01:05:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 01:05:00,1,报警,低炉温焚烧,报警
2025-06-23 01:10:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 01:10:00,1,报警,低炉温焚烧,报警
2025-06-23 01:15:00,1,报警,低炉温焚烧,报警
2025-06-23 01:15:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 01:20:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 01:20:00,1,报警,低炉温焚烧,报警
2025-06-23 01:25:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 01:25:00,1,报警,低炉温焚烧,报警
2025-06-23 01:30:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 01:30:00,1,报警,低炉温焚烧,报警
2025-06-23 01:35:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 01:35:00,1,报警,低炉温焚烧,报警
2025-06-23 01:40:00,1,报警,低炉温焚烧,报警
2025-06-23 01:40:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 01:45:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 01:45:00,1,报警,低炉温焚烧,报警
2025-06-23 01:50:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 01:50:00,1,报警,低炉温焚烧,报警
2025-06-23 01:55:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 01:55:00,1,报警,低炉温焚烧,报警
2025-06-23 02:00:00,1,报警,低炉温焚烧,报警
2025-06-23 02:00:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 02:05:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 02:05:00,1,报警,低炉温焚烧,报警
2025-06-23 02:10:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 02:10:00,1,报警,低炉温焚烧,报警
2025-06-23 02:15:00,1,报警,低炉温焚烧,报警
2025-06-23 02:15:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 02:20:00,1,报警,低炉温焚烧,报警
2025-06-23 02:20:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 02:25:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 02:25:00,1,报警,低炉温焚烧,报警
2025-06-23 02:30:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 02:30:00,1,报警,低炉温焚烧,报警
2025-06-23 02:35:00,1,报警,低炉温焚烧,报警
2025-06-23 02:35:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 02:40:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 02:40:00,1,报警,低炉温焚烧,报警
2025-06-23 02:45:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 02:45:00,1,报警,低炉温焚烧,报警
2025-06-23 02:50:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 02:50:00,1,报警,低炉温焚烧,报警
2025-06-23 02:55:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 02:55:00,1,报警,低炉温焚烧,报警
2025-06-23 03:00:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 03:00:00,1,报警,低炉温焚烧,报警
2025-06-23 03:05:00,1,报警,低炉温焚烧,报警
2025-06-23 03:05:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 03:10:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 03:10:00,1,报警,低炉温焚烧,报警
2025-06-23 03:15:00,1,报警,低炉温焚烧,报警
2025-06-23 03:15:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 03:20:00,1,报警,低炉温焚烧,报警
2025-06-23 03:20:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 03:25:00,1,报警,低炉温焚烧,报警
2025-06-23 03:25:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 03:30:00,1,报警,低炉温焚烧,报警
2025-06-23 03:30:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 03:35:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 03:35:00,1,报警,低炉温焚烧,报警
2025-06-23 03:40:00,1,报警,低炉温焚烧,报警
2025-06-23 03:40:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 03:45:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 03:45:00,1,报警,低炉温焚烧,报警
2025-06-23 03:50:00,1,报警,低炉温焚烧,报警
2025-06-23 03:50:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 03:55:00,1,报警,低炉温焚烧,报警
2025-06-23 03:55:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 04:00:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 04:00:00,1,报警,低炉温焚烧,报警
2025-06-23 04:05:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 04:05:00,1,报警,低炉温焚烧,报警
2025-06-23 04:10:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 04:10:00,1,报警,低炉温焚烧,报警
2025-06-23 04:15:00,1,报警,低炉温焚烧,报警
2025-06-23 04:15:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 04:20:00,1,报警,低炉温焚烧,报警
2025-06-23 04:20:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 04:25:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 04:25:00,1,报警,低炉温焚烧,报警
2025-06-23 04:35:00,1,报警,低炉温焚烧,报警
2025-06-23 04:35:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 04:40:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 04:40:00,1,报警,低炉温焚烧,报警
2025-06-23 04:45:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 04:45:00,1,报警,低炉温焚烧,报警
2025-06-23 04:50:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 04:50:00,1,报警,低炉温焚烧,报警
2025-06-23 04:55:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 04:55:00,1,报警,低炉温焚烧,报警
2025-06-23 05:00:00,1,报警,低炉温焚烧,报警
2025-06-23 05:00:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 05:05:00,1,报警,低炉温焚烧,报警
2025-06-23 05:05:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 05:10:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 05:10:00,1,报警,低炉温焚烧,报警
2025-06-23 05:15:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 05:15:00,1,报警,低炉温焚烧,报警
2025-06-23 05:20:00,1,报警,低炉温焚烧,报警
2025-06-23 05:20:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 05:25:00,1,报警,低炉温焚烧,报警
2025-06-23 05:25:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 05:30:00,1,报警,低炉温焚烧,报警
2025-06-23 05:30:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 05:35:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 05:35:00,1,报警,低炉温焚烧,报警
2025-06-23 05:40:00,1,报警,低炉温焚烧,报警
2025-06-23 05:40:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 05:45:00,1,报警,低炉温焚烧,报警
2025-06-23 05:45:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 05:50:00,1,报警,低炉温焚烧,报警
2025-06-23 05:50:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 05:55:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 05:55:00,1,报警,低炉温焚烧,报警
2025-06-23 06:00:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 06:00:00,1,报警,低炉温焚烧,报警
2025-06-23 06:05:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 06:05:00,1,报警,低炉温焚烧,报警
2025-06-23 06:10:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 06:10:00,1,报警,低炉温焚烧,报警
2025-06-23 06:15:00,1,报警,低炉温焚烧,报警
2025-06-23 06:15:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 06:20:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 06:20:00,1,报警,低炉温焚烧,报警
2025-06-23 06:25:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 06:25:00,1,报警,低炉温焚烧,报警
2025-06-23 06:30:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 06:30:00,1,报警,低炉温焚烧,报警
2025-06-23 06:35:00,1,报警,低炉温焚烧,报警
2025-06-23 06:35:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 06:45:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 06:45:00,1,报警,低炉温焚烧,报警
2025-06-23 06:50:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 06:50:00,1,报警,低炉温焚烧,报警
2025-06-23 06:55:00,1,报警,低炉温焚烧,报警
2025-06-23 06:55:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 07:00:00,1,报警,低炉温焚烧,报警
2025-06-23 07:00:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 07:10:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 07:10:00,1,报警,低炉温焚烧,报警
2025-06-23 07:15:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 07:15:00,1,报警,低炉温焚烧,报警
2025-06-23 07:20:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 07:20:00,1,报警,低炉温焚烧,报警
2025-06-23 07:25:00,1,报警,低炉温焚烧,报警
2025-06-23 07:25:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 07:30:00,1,报警,低炉温焚烧,报警
2025-06-23 07:30:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 07:35:00,1,报警,低炉温焚烧,报警
2025-06-23 07:35:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 07:40:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 07:40:00,1,报警,低炉温焚烧,报警
2025-06-23 07:45:00,1,报警,低炉温焚烧,报警
2025-06-23 07:45:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 07:50:00,1,报警,低炉温焚烧,报警
2025-06-23 07:50:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 07:55:00,1,报警,低炉温焚烧,报警
2025-06-23 07:55:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 10:05:00,1,报警,低炉温焚烧,报警
2025-06-23 10:05:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 10:25:00,1,报警,低炉温焚烧,报警
2025-06-23 10:25:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 10:35:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 10:35:00,1,报警,低炉温焚烧,报警
2025-06-23 10:40:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 10:40:00,1,报警,低炉温焚烧,报警
2025-06-23 10:50:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 10:50:00,1,报警,低炉温焚烧,报警
2025-06-23 11:00:00,1,报警,低炉温焚烧,报警
2025-06-23 11:00:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 11:05:00,1,报警,低炉温焚烧,报警
2025-06-23 11:05:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 11:10:00,1,报警,低炉温焚烧,报警
2025-06-23 11:10:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 11:15:00,1,报警,低炉温焚烧,报警
2025-06-23 11:15:00,1,预警,瞬时低炉温焚烧,预警
2025-06-23 11:20:00,1,报警,低炉温焚烧,报警
