时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-08 00:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 01:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 02:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 03:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 04:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 05:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 05:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 07:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 07:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 08:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 08:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 08:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 10:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 11:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 12:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 12:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 13:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 13:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 13:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 14:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 14:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 15:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 15:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 16:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 17:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 18:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 18:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 19:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 20:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 21:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 22:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 23:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-08 23:46:00,1,预警,焚烧炉出口氧含量偏高,预警
