时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-02-28 00:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 00:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 01:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 01:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 03:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 03:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 04:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 04:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 05:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 05:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 07:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 07:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 08:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 08:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 09:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 11:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 11:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 12:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 13:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 13:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 13:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 14:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 15:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 15:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 15:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 15:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 16:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 17:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 18:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 19:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 19:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 21:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 21:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 21:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 22:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-28 22:34:00,1,预警,焚烧炉出口氧含量偏高,预警
