时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-01-01 10:25:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 10:25:00,1,报警,低炉温焚烧,报警
2025-01-01 10:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-01 10:28:00,1,预警,布袋除尘器压力损失偏低,预警
2025-01-01 10:30:00,1,报警,低炉温焚烧,报警
2025-01-01 10:30:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 10:35:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 10:35:00,1,报警,低炉温焚烧,报警
2025-01-01 10:40:00,1,报警,低炉温焚烧,报警
2025-01-01 10:40:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 10:55:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 10:55:00,1,报警,低炉温焚烧,报警
2025-01-01 11:05:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 11:05:00,1,报警,低炉温焚烧,报警
2025-01-01 11:08:00,1,预警,焚烧炉出口氧含量偏低,预警
2025-01-01 11:10:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 11:10:00,1,报警,低炉温焚烧,报警
2025-01-01 11:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-01 11:15:00,1,报警,低炉温焚烧,报警
2025-01-01 11:15:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 11:16:00,1,预警,焚烧炉出口氧含量偏低,预警
2025-01-01 11:20:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 11:20:00,1,报警,低炉温焚烧,报警
2025-01-01 11:25:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 11:25:00,1,报警,低炉温焚烧,报警
2025-01-01 11:30:00,1,报警,低炉温焚烧,报警
2025-01-01 11:30:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 11:35:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 11:35:00,1,报警,低炉温焚烧,报警
2025-01-01 11:40:00,1,报警,低炉温焚烧,报警
2025-01-01 11:40:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 11:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-01 11:45:00,1,报警,低炉温焚烧,报警
2025-01-01 11:45:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 11:50:00,1,报警,低炉温焚烧,报警
2025-01-01 11:50:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 11:55:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 11:55:00,1,报警,低炉温焚烧,报警
2025-01-01 12:05:00,1,报警,低炉温焚烧,报警
2025-01-01 12:05:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 12:10:00,1,报警,低炉温焚烧,报警
2025-01-01 12:10:00,1,预警,瞬时低炉温焚烧,预警
2025-01-01 12:20:00,1,报警,低炉温焚烧,报警
2025-01-01 12:20:00,1,预警,瞬时低炉温焚烧,预警
