时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-02-25 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 00:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 04:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 04:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 05:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 06:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 06:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 08:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 08:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 08:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 09:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 10:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 13:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 13:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 14:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 15:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 15:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 15:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 17:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 19:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 20:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 20:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-02-25 23:10:00,1,预警,焚烧炉出口氧含量偏高,预警
