时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-10-16 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 02:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 02:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 02:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 03:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 04:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 05:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 08:52:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-10-16 09:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 09:04:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-10-16 09:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 09:18:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-10-16 09:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 10:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 11:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 12:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 12:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 13:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 13:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 14:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 15:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 16:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 18:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 19:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 21:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 21:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 22:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-16 23:16:00,1,预警,焚烧炉出口氧含量偏高,预警
