时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-09 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 01:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 02:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 03:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 05:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 05:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 06:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 07:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 09:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 09:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 10:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 10:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 11:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 11:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 11:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 12:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 12:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 13:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 14:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 14:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 15:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 16:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 16:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 17:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 17:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 18:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 18:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 18:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 19:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 19:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 20:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 20:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 20:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 20:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 21:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 21:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 21:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-09 23:44:00,1,预警,焚烧炉出口氧含量偏高,预警
