时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-22 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 00:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 00:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 01:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 01:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 03:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 03:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 03:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 04:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 06:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 07:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 08:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 08:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 09:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 11:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 11:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 11:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 12:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 12:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 13:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 14:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 14:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 14:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 15:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 15:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 15:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 15:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 16:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 17:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 17:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 18:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 19:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 19:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 19:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 20:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 20:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 21:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 21:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 21:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 22:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 22:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 22:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 22:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-22 23:04:00,1,预警,焚烧炉出口氧含量偏高,预警
