时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-07-18 00:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-18 03:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-18 05:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-18 07:17:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-18 07:57:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-18 08:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-18 08:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-18 09:27:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-18 10:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-18 12:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-18 19:57:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-18 20:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-18 21:12:00,1,预警,焚烧炉出口氧含量偏高,预警
