时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-17 00:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 00:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 01:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 02:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 02:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 02:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 02:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 03:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 05:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 06:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 07:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 07:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 09:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 09:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 11:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 11:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 12:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 13:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 13:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 14:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 14:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 15:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 15:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 16:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 17:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 17:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 17:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 18:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 18:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 20:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 21:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 21:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 21:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 22:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 22:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 23:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 23:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 23:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-17 23:54:00,1,预警,焚烧炉出口氧含量偏高,预警
