时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-28 00:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 01:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 01:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 02:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 02:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 03:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 04:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 05:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 06:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 07:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 07:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 08:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 09:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 10:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 10:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 11:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 11:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 12:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 12:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 13:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 14:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 14:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 16:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 17:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 19:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 20:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 21:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 22:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 23:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-28 23:36:00,1,预警,焚烧炉出口氧含量偏高,预警
