时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-06-17 08:45:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 08:45:00,1,报警,低炉温焚烧,报警
2025-06-17 08:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-06-17 08:48:00,1,预警,布袋除尘器压力损失偏低,预警
2025-06-17 10:55:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 10:55:00,1,报警,低炉温焚烧,报警
2025-06-17 11:35:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 11:35:00,1,报警,低炉温焚烧,报警
2025-06-17 12:20:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 12:20:00,1,报警,低炉温焚烧,报警
2025-06-17 12:22:00,1,预警,布袋除尘器压力损失偏低,预警
2025-06-17 12:30:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 12:30:00,1,报警,低炉温焚烧,报警
2025-06-17 13:10:00,1,报警,低炉温焚烧,报警
2025-06-17 13:10:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 13:30:00,1,报警,低炉温焚烧,报警
2025-06-17 13:30:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 13:50:00,1,报警,低炉温焚烧,报警
2025-06-17 13:50:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 13:55:00,1,报警,低炉温焚烧,报警
2025-06-17 13:55:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 14:15:00,1,报警,低炉温焚烧,报警
2025-06-17 14:15:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 15:30:00,1,报警,低炉温焚烧,报警
2025-06-17 15:30:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 19:00:00,1,报警,低炉温焚烧,报警
2025-06-17 19:00:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 19:10:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 19:10:00,1,报警,低炉温焚烧,报警
2025-06-17 20:00:00,1,报警,低炉温焚烧,报警
2025-06-17 20:00:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 20:20:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 20:20:00,1,报警,低炉温焚烧,报警
2025-06-17 21:10:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 21:10:00,1,报警,低炉温焚烧,报警
2025-06-17 22:15:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 22:15:00,1,报警,低炉温焚烧,报警
2025-06-17 22:30:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 22:30:00,1,报警,低炉温焚烧,报警
2025-06-17 22:50:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 22:50:00,1,报警,低炉温焚烧,报警
2025-06-17 23:10:00,1,报警,低炉温焚烧,报警
2025-06-17 23:10:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 23:30:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 23:30:00,1,报警,低炉温焚烧,报警
2025-06-17 23:35:00,1,报警,低炉温焚烧,报警
2025-06-17 23:35:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 23:40:00,1,预警,瞬时低炉温焚烧,预警
2025-06-17 23:40:00,1,报警,低炉温焚烧,报警
