时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-10-15 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 00:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 05:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 06:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 06:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 07:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 07:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 07:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 07:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 07:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 08:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 08:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 08:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 09:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 09:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 09:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 10:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 14:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 15:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 15:35:00,1,预警,瞬时低炉温焚烧,预警
2024-10-15 15:35:00,1,报警,低炉温焚烧,报警
2024-10-15 15:36:00,1,预警,布袋除尘器压力损失偏低,预警
2024-10-15 17:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 21:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-15 21:56:00,1,预警,焚烧炉出口氧含量偏高,预警
