时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-09-24 00:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 01:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 01:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 02:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 02:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 03:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 03:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 04:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 04:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 04:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 05:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 07:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 08:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 08:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 08:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 10:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 10:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 10:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 11:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 11:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 13:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 13:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 15:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 15:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 17:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 18:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 20:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 20:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 21:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 22:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 22:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 23:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-09-24 23:38:00,1,预警,焚烧炉出口氧含量偏高,预警
