时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-04-24 00:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-24 05:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-24 05:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-24 06:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-24 12:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-24 13:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-24 15:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-24 15:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-24 16:10:00,1,报警,低炉温焚烧,报警
2025-04-24 16:10:00,1,预警,瞬时低炉温焚烧,预警
2025-04-24 16:10:00,1,预警,布袋除尘器压力损失偏低,预警
2025-04-24 17:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-24 18:35:00,1,预警,瞬时低炉温焚烧,预警
2025-04-24 18:35:00,1,报警,低炉温焚烧,报警
2025-04-24 18:38:00,1,预警,布袋除尘器压力损失偏低,预警
2025-04-24 19:05:00,1,报警,低炉温焚烧,报警
2025-04-24 19:05:00,1,预警,瞬时低炉温焚烧,预警
2025-04-24 19:08:00,1,预警,布袋除尘器压力损失偏低,预警
2025-04-24 19:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-24 19:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-04-24 20:20:00,1,预警,瞬时低炉温焚烧,预警
2025-04-24 20:20:00,1,预警,布袋除尘器压力损失偏低,预警
2025-04-24 20:20:00,1,报警,低炉温焚烧,报警
2025-04-24 21:14:00,1,预警,焚烧炉出口氧含量偏高,预警
