时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-10-07 01:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 06:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 08:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 10:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 10:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 11:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 11:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 11:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 11:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 12:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 12:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 12:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 12:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 14:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 16:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 16:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 17:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 17:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 19:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 19:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 19:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 20:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 20:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-10-07 21:12:00,1,预警,焚烧炉出口氧含量偏高,预警
