时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-11-30 00:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 00:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 00:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 00:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 01:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 01:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 02:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 02:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 03:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 04:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 04:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 04:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 05:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 05:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 06:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 07:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 07:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 07:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 09:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 09:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 10:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 10:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 11:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 11:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 11:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 11:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 12:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 12:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 13:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 14:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 14:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 15:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 16:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 16:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 16:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 16:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 16:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 17:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 17:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 17:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 18:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 18:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 18:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 18:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 19:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 19:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 19:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 19:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 20:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 21:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 21:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 21:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 22:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 22:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 22:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-30 23:46:00,1,预警,焚烧炉出口氧含量偏高,预警
