时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-11-13 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 01:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 01:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 02:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 02:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 02:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 02:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 03:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 03:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 03:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 04:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 05:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 05:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 06:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 07:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 08:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 09:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 10:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 13:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 13:10:00,1,预警,布袋除尘器压力损失偏高,预警
2024-11-13 13:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 13:36:00,1,预警,布袋除尘器压力损失偏高,预警
2024-11-13 14:50:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-11-13 15:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 15:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 15:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 16:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 16:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 16:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 17:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 17:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 17:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 18:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 18:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 19:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 19:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 19:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 20:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 20:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 20:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 21:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 23:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 23:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-13 23:38:00,1,预警,焚烧炉出口氧含量偏高,预警
