时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-07-07 00:25:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 01:05:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 02:03:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 02:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 03:27:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 04:25:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 07:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 08:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 10:49:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 15:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 16:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 16:39:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 17:13:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 17:23:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 18:27:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 18:33:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 18:45:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 19:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 19:33:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 21:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-07 21:37:00,1,预警,焚烧炉出口氧含量偏高,预警
