时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-29 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 00:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 00:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 01:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 01:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 02:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 03:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 03:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 04:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 05:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 05:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 06:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 07:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 07:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 07:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 08:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 08:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 08:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 09:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 09:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 10:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 10:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 10:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 12:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 12:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 12:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 13:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 13:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 14:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 14:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 15:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 18:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 19:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 20:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 21:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 22:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-29 23:44:00,1,预警,焚烧炉出口氧含量偏高,预警
