时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-30 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 00:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 01:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 02:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 02:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 03:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 05:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 07:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 07:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 07:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 09:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 10:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 10:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 11:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 11:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 12:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 12:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 12:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 13:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 13:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 13:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 13:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 14:38:00,1,预警,布袋除尘器压力损失偏高,预警
2024-12-30 15:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 16:18:00,1,预警,布袋除尘器压力损失偏高,预警
2024-12-30 17:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 17:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 18:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 18:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 18:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 19:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 19:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 20:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 20:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 21:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-30 23:12:00,1,预警,焚烧炉出口氧含量偏高,预警
