时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-01-26 00:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 00:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 00:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 01:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 01:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 01:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 01:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 02:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 02:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 02:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 03:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 03:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 03:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 03:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 04:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 05:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 05:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 05:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 05:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 05:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 06:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 07:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 07:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 08:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 08:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 09:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 09:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 10:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 10:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 10:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 11:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 11:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 12:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 12:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 12:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 12:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 14:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 14:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 14:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 14:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 14:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 14:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 15:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 15:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 16:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 17:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 17:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 17:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 17:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 18:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 19:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 19:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 19:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 20:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 20:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 21:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 21:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 21:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 21:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 22:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 22:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 22:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 22:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 23:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 23:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 23:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-26 23:50:00,1,预警,焚烧炉出口氧含量偏高,预警
