时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-05 00:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 00:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 01:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 02:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 02:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 02:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 03:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 03:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 04:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 05:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 05:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 08:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 09:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 09:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 10:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 11:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 12:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 12:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 14:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 15:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 16:12:00,1,预警,布袋除尘器压力损失偏高,预警
2024-12-05 16:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 17:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 17:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 19:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 20:34:00,1,预警,布袋除尘器压力损失偏高,预警
2024-12-05 20:38:00,1,预警,布袋除尘器压力损失偏高,预警
2024-12-05 20:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 20:42:00,1,预警,布袋除尘器压力损失偏高,预警
