时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-07-26 02:03:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-26 04:27:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-26 04:31:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-26 07:55:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-26 08:35:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-26 09:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-26 11:01:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-26 14:45:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-26 14:55:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-26 15:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-26 18:17:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-26 18:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-26 21:49:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-26 23:30:00,1,预警,焚烧炉出口氧含量偏高,预警
