时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-03-03 02:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 02:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 03:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 03:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 05:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 06:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 08:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 09:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 10:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 10:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 12:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 13:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 14:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 14:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 15:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 17:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 17:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 18:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 19:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 20:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 21:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 22:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-03 22:54:00,1,预警,焚烧炉出口氧含量偏高,预警
