时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-11-15 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 00:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 00:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 00:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 01:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 01:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 04:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 05:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 06:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 07:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 08:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 09:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 09:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 11:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 11:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 12:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 12:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 13:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 14:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 14:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 14:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 14:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 15:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 15:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 15:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 16:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 17:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 17:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 18:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 18:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 18:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 18:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 19:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 19:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 19:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 19:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 20:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 20:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 21:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 21:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 21:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 21:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 22:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 22:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 23:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-11-15 23:40:00,1,预警,焚烧炉出口氧含量偏高,预警
