时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-11 00:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 02:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 02:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 03:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 04:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 05:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 06:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 07:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 07:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 09:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 10:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 11:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 12:10:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-11 12:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 13:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 13:48:00,1,预警,焚烧炉出口氧含量偏低,预警
2024-12-11 14:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 15:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 16:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 16:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 16:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 17:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 18:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 18:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 19:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 19:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 20:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 21:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 22:28:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 22:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 22:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 23:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-11 23:58:00,1,预警,焚烧炉出口氧含量偏高,预警
