时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-05 00:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 01:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 02:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 02:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 03:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 03:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 04:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 06:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 08:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 09:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 09:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 10:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 11:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 12:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 12:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 15:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 17:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 17:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 19:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-05 20:48:00,1,预警,布袋除尘器压力损失偏高,预警
