时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-03-02 00:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 00:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 02:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 03:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 05:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 06:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 08:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 09:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 09:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 10:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 10:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 10:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 10:58:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 11:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 11:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 11:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 11:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 11:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 12:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 12:46:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 12:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 13:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 15:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 15:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 16:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 16:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 17:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 18:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 18:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 19:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 19:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 20:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 20:14:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 20:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 20:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 21:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-03-02 22:28:00,1,预警,焚烧炉出口氧含量偏高,预警
