时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-12-07 00:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 01:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 02:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 02:48:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 03:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 05:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 06:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 07:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 08:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 09:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 11:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 11:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 12:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 12:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 13:02:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 14:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 16:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 16:52:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 17:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 20:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 20:08:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 20:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 21:18:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-12-07 23:04:00,1,预警,焚烧炉出口氧含量偏高,预警
