时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-05-19 01:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 01:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 02:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 04:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 04:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 05:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 05:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 06:38:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 06:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 07:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 07:40:00,1,报警,低炉温焚烧,报警
2025-05-19 07:40:00,1,预警,瞬时低炉温焚烧,预警
2025-05-19 07:40:00,1,预警,布袋除尘器压力损失偏低,预警
2025-05-19 07:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 13:00:00,1,报警,低炉温焚烧,报警
2025-05-19 13:00:00,1,预警,瞬时低炉温焚烧,预警
2025-05-19 13:04:00,1,预警,布袋除尘器压力损失偏低,预警
2025-05-19 13:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 14:04:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 15:26:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 15:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 17:24:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 17:25:00,1,预警,瞬时低炉温焚烧,预警
2025-05-19 17:25:00,1,报警,低炉温焚烧,报警
2025-05-19 17:26:00,1,预警,布袋除尘器压力损失偏低,预警
2025-05-19 19:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 19:50:00,1,预警,瞬时低炉温焚烧,预警
2025-05-19 19:50:00,1,报警,低炉温焚烧,报警
2025-05-19 19:52:00,1,预警,布袋除尘器压力损失偏低,预警
2025-05-19 19:56:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 20:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 20:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 20:54:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 21:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-05-19 21:52:00,1,预警,焚烧炉出口氧含量偏高,预警
