时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2024-07-01 02:45:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 02:45:00,1,报警,低炉温焚烧,报警
2024-07-01 02:49:00,1,预警,布袋除尘器压力损失偏低,预警
2024-07-01 02:49:00,1,预警,焚烧炉出口氧含量偏高,预警
2024-07-01 02:55:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 02:55:00,1,报警,低炉温焚烧,报警
2024-07-01 03:20:00,1,报警,低炉温焚烧,报警
2024-07-01 03:20:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 04:25:00,1,报警,低炉温焚烧,报警
2024-07-01 04:25:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 04:55:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 04:55:00,1,报警,低炉温焚烧,报警
2024-07-01 07:55:00,1,报警,低炉温焚烧,报警
2024-07-01 07:55:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 08:10:00,1,报警,低炉温焚烧,报警
2024-07-01 08:10:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 08:15:00,1,报警,低炉温焚烧,报警
2024-07-01 08:15:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 08:20:00,1,报警,低炉温焚烧,报警
2024-07-01 08:20:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 08:30:00,1,报警,低炉温焚烧,报警
2024-07-01 08:30:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 08:35:00,1,报警,低炉温焚烧,报警
2024-07-01 08:35:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 08:40:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 08:40:00,1,报警,低炉温焚烧,报警
2024-07-01 08:45:00,1,报警,低炉温焚烧,报警
2024-07-01 08:45:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 08:50:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 08:50:00,1,报警,低炉温焚烧,报警
2024-07-01 08:55:00,1,报警,低炉温焚烧,报警
2024-07-01 08:55:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 09:00:00,1,报警,低炉温焚烧,报警
2024-07-01 09:00:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 09:05:00,1,报警,低炉温焚烧,报警
2024-07-01 09:05:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 09:10:00,1,报警,低炉温焚烧,报警
2024-07-01 09:10:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 09:15:00,1,报警,低炉温焚烧,报警
2024-07-01 09:15:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 09:20:00,1,报警,低炉温焚烧,报警
2024-07-01 09:20:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 09:25:00,1,报警,低炉温焚烧,报警
2024-07-01 09:25:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 09:30:00,1,报警,低炉温焚烧,报警
2024-07-01 09:30:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 09:35:00,1,报警,低炉温焚烧,报警
2024-07-01 09:35:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 09:40:00,1,报警,低炉温焚烧,报警
2024-07-01 09:40:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 09:45:00,1,报警,低炉温焚烧,报警
2024-07-01 09:45:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 09:50:00,1,报警,低炉温焚烧,报警
2024-07-01 09:50:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 09:55:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 09:55:00,1,报警,低炉温焚烧,报警
2024-07-01 10:00:00,1,报警,低炉温焚烧,报警
2024-07-01 10:00:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 10:05:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 10:05:00,1,报警,低炉温焚烧,报警
2024-07-01 10:10:00,1,报警,低炉温焚烧,报警
2024-07-01 10:10:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 10:15:00,1,报警,低炉温焚烧,报警
2024-07-01 10:15:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 10:20:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 10:20:00,1,报警,低炉温焚烧,报警
2024-07-01 10:25:00,1,报警,低炉温焚烧,报警
2024-07-01 10:25:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 10:30:00,1,报警,低炉温焚烧,报警
2024-07-01 10:30:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 10:35:00,1,报警,低炉温焚烧,报警
2024-07-01 10:35:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 10:40:00,1,报警,低炉温焚烧,报警
2024-07-01 10:40:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 10:50:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 10:50:00,1,报警,低炉温焚烧,报警
2024-07-01 11:30:00,1,报警,低炉温焚烧,报警
2024-07-01 11:30:00,1,预警,瞬时低炉温焚烧,预警
2024-07-01 14:20:00,1,报警,低炉温焚烧,报警
2024-07-01 14:20:00,1,预警,瞬时低炉温焚烧,预警
