时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-01-18 00:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 00:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 00:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 01:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 01:32:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 02:06:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 02:34:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 02:44:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 03:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 03:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 03:36:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 04:10:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 04:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 05:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 05:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 06:12:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 06:20:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 06:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 07:16:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 07:50:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 20:30:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 20:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 21:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 21:42:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 22:00:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 22:40:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 23:22:00,1,预警,焚烧炉出口氧含量偏高,预警
2025-01-18 23:34:00,1,预警,焚烧炉出口氧含量偏高,预警
