创建时间,出口voc,出口voc前一小时平均值,进口voc,进口voc前一小时平均值,进口0出口1,数据类型,整体处理效率,企业名称,设备名称,氧气,风管内温度值,风管内湿度值,风管内风速值,出口风压值,进口风压值,风管压差,进口产生量kg,出口排放量kg,风量,处理效率
2025-07-24 14:00:07,0.0,0.18509244962246474,71.77436545074889,75.4500119292889,0,进口浓度,0.0,连微,抽气式东星行测试,,33.142307510792634,60.498873457251285,11.982400390508449,100.2,100.6,-0.4,0.0,0.0,12122.637421903972,
2025-07-24 14:02:05,5.95263784623929,0.16225611147238422,0.0,69.03340743279416,1,出口浓度,0.0,连微,抽气式东星行测试,,33.78044477096982,55.526744446628385,12.363858520501275,100.2,100.6,-0.4,0.0,0.0,12845.5212189747,77.98969430249926
2025-07-24 14:05:35,0.10263266075844829,-2.160365530103573,0.0,63.32928471982348,1,出口浓度,0.0,连微,抽气式东星行测试,,35.56532672941555,60.10817230451875,12.423618208014425,100.2,100.6,-0.4,0.0,0.0,12927.324456723178,85.94250056410041
2025-07-24 14:06:29,0.0,0.43502298069720313,88.59045714114065,66.69998535852586,0,进口浓度,0.0,连微,抽气式东星行测试,,32.80392148471074,55.83326123223019,12.580746121615498,100.2,100.6,-0.4,0.0,0.0,12026.284026808265,
2025-07-24 14:08:27,1.473237304122753,-0.3365330069926757,0.0,67.51313056083187,1,出口浓度,0.0,连微,抽气式东星行测试,,34.20658773570571,58.67169017572313,11.172430963303865,100.2,100.6,-0.4,0.0,0.0,12309.290717528462,94.98987609835967
2025-07-24 14:13:26,0.0,0.5027826193212005,88.53338190148438,73.17800631148828,0,进口浓度,0.0,连微,抽气式东星行测试,,35.293357598033566,55.442504277467435,12.944759463027532,100.2,100.6,-0.4,0.0,0.0,12642.338589386381,
2025-07-24 14:14:59,0.0,1.1204359625983238,75.67494383884946,68.93150861476829,0,进口浓度,0.0,连微,抽气式东星行测试,,35.511840606601645,59.68157757302985,12.279587858733326,100.2,100.6,-0.4,0.0,0.0,12181.963136552138,
2025-07-24 14:17:02,7.293484343466058,0.04570971889184944,0.0,69.22593927536468,1,出口浓度,0.0,连微,抽气式东星行测试,,32.22165140007111,55.744966723834075,11.306030933620402,100.2,100.6,-0.4,0.0,0.0,12164.657079890125,78.0665187788639
2025-07-24 14:20:14,4.066644233651332,-0.4738615059487616,0.0,69.70900781911904,1,出口浓度,0.0,连微,抽气式东星行测试,,35.5797036672845,60.0756022369352,11.501210617963999,100.2,100.6,-0.4,0.0,0.0,12635.057091387745,83.7710353870785
2025-07-24 14:21:32,0.0,-0.3887015755644957,69.61284038680881,70.8211411054251,0,进口浓度,0.0,连微,抽气式东星行测试,,34.01029257896505,56.01181541048624,12.883213975737192,100.2,100.6,-0.4,0.0,0.0,12154.194266879564,
2025-07-24 16:27:27,0.0,4.0384009806571015,75.76724591344843,76.11523576311555,0,进口浓度,1.7,连微,抽气式东星行测试,,35.21875261686293,59.10994504717406,11.594867742859485,100.2,100.6,-0.4,0.0,0.0,12072.973025505346,
2025-07-24 16:27:57,0.10545718931109138,2.125908337966883,0.0,67.55760704292786,1,出口浓度,1.7,连微,抽气式东星行测试,,32.816092054253595,58.63996157692382,11.625164998493865,100.2,100.6,-0.4,0.0,0.0,12718.362885112438,88.35499387011367
2025-07-24 16:29:02,8.846598955595594,5.340520105933699,0.0,61.901847386048296,1,出口浓度,1.7,连微,抽气式东星行测试,,33.482160792201164,58.36990729449022,11.638231772806314,100.2,100.6,-0.4,0.0,0.0,12466.472567040637,76.68679186135456
2025-07-24 16:30:36,0.0,0.5990469110817678,77.6691917899068,74.18790763106038,0,进口浓度,1.7,连微,抽气式东星行测试,,33.536599334006425,58.69226466498381,11.496540560762373,100.2,100.6,-0.4,0.0,0.0,12865.307501720717,
2025-07-24 16:30:43,0.09878782885536128,1.4528902632515868,0.0,69.05258156750766,1,出口浓度,1.7,连微,抽气式东星行测试,,33.25085968344909,59.57872825083177,11.996531084119818,100.2,100.6,-0.4,0.0,0.0,12514.724839231485,82.46899270994135
2025-07-24 16:34:43,0.0,0.3045054937048861,77.81759656880604,80.73811562205373,0,进口浓度,1.7,连微,抽气式东星行测试,,34.021777852095084,60.800119783314855,11.430288845052482,100.2,100.6,-0.4,0.0,0.0,12352.895088856356,
2025-07-24 16:36:04,0.0,2.1913771149401873,74.56373651970006,80.10918234504337,0,进口浓度,1.7,连微,抽气式东星行测试,,34.61704014755847,57.82352112020917,12.073381498577854,100.2,100.6,-0.4,0.0,0.0,12847.172365393468,
2025-07-24 16:37:59,1.7502654370214867,4.783009723955974,0.0,71.44971797496038,1,出口浓度,1.7,连微,抽气式东星行测试,,35.05542705664796,57.195624115105375,11.801163242029514,100.2,100.6,-0.4,0.0,0.0,12570.28164388103,74.86638254719298
2025-07-24 16:40:04,3.5313696717105345,-0.07053416309853189,0.0,67.87767742718138,1,出口浓度,1.7,连微,抽气式东星行测试,,35.05761645882896,56.678324065743894,12.978181401241445,100.2,100.6,-0.4,0.0,0.0,12680.398640118861,72.97027549308974
2025-07-24 16:40:17,0.0,1.7874151517539105,101.10826801206193,79.23475986517082,0,进口浓度,1.7,连微,抽气式东星行测试,,33.35634119981026,60.63369140173225,12.509930344585587,100.2,100.6,-0.4,0.0,0.0,12199.05788155245,
2025-07-24 16:42:47,0.0,2.2121119151220574,82.69419299399692,71.7388211060321,0,进口浓度,1.7,连微,抽气式东星行测试,,32.54814549427008,56.998244232116605,11.94748830079038,100.2,100.6,-0.4,0.0,0.0,12456.988559282874,
2025-07-24 16:43:50,4.137188110955788,2.5813097313279405,0.0,65.05704252339453,1,出口浓度,1.7,连微,抽气式东星行测试,,34.452272484258714,55.97501227526163,12.98123147512228,100.2,100.6,-0.4,0.0,0.0,12739.319360573605,77.48085856320796
2025-07-24 16:45:58,0.0,3.5249578446689855,81.30592710703439,76.60918588012012,0,进口浓度,1.7,连微,抽气式东星行测试,,34.83495922574175,56.798743388424484,12.631497666487649,100.2,100.6,-0.4,0.0,0.0,12368.357809865769,
2025-07-24 18:11:22,0.0,3.941366779793326,86.5919084781556,80.10444384635409,0,进口浓度,1.7,连微,抽气式东星行测试,,32.591102833201326,59.08436137030407,11.0631410266842,100.2,100.6,-0.4,0.0,0.0,12948.205170784302,
